SEQENCE ID                     TM SP PREDICTION
Q8ZGS0                          0  Y n4-14c19/20o
Q8ZGS9                         12  0 i12-33o39-59i89-114o120-140i152-171o191-215i227-251o271-294i315-338o350-373i385-402o408-426i
Q8ZGV8                          0  0 o
Q8ZGX4                          0  0 o
Q8ZGY6                          6  0 i16-36o48-66i78-102o114-138i150-173o179-197i
Q8ZGZ1                          0  Y n7-16c21/22o
Q8ZH14                          0  0 i
Q8ZH39                          5  0 o20-40i52-76o82-105i142-162o182-203i
Q8ZH40                          0  Y n7-18c23/24o
Q8ZH50                          0  0 o
Q8ZH55                          0  0 o
Q8ZH56                          0  0 o
Q8ZH58                          0  Y n6-13c20/21o
Q8ZH63                          0  0 o
Q8ZH65                          0  0 o
Q8ZH66                          0  0 o
Q8ZH86                          0  0 o
Q8ZH96                          0  0 o
Q8ZHE7                          0  0 o
Q8ZHF1                          0  0 o
Q8ZHG0                          0  0 o
Q8ZHG2                          0  0 o
Q8ZHG6                          0  0 o
Q8ZHH6                          6  0 o6-25i37-61o67-88i109-127o147-170i182-199o
Q8ZHI6                          0  0 o
Q8ZHI7                          0  0 o
Q8ZHJ5                          0  0 o
Q8ZHK4                          0  0 o
Q8ZHU5                          0  0 o
Q8ZHU8                          0  0 o
Q8ZHV0                          7  0 o23-40i60-80o100-117i124-144o201-219i226-243o263-282i
Q8ZHZ4                          0  Y n10-20c25/26o
Q8ZHZ5                          0  Y n4-15c23/24o
Q8ZIC5                          0  0 o
Q8ZIC6                          0  0 o
Q8ZIE1                          0  Y n20-33c45/46o
Q8ZIF7                          0  0 o
Q8ZIF8                          0  0 o
Q8ZIH1                          0  0 o
Q8ZIK3                          0  Y n7-17c24/25o
Q8ZIK7                          0  0 o
Q8ZIM3                          0  0 i
Q8ZIQ1                          1  Y n14-25c29/30o166-186i
Q8ZIR0                          0  0 o
Q8ZIW4                          0  0 o
Q8ZIW9                          0  0 o
Q8ZIX7                          3  0 i32-50o70-88i109-129o
Q8ZIX8                          3  0 i12-42o54-77i98-117o
Q8ZIY0                          0  0 o
Q8ZIZ8                         10  0 o6-26i38-58o64-84i96-116o136-154i175-192o212-234i255-277o289-310i322-343o
Q8ZIZ9                          0  0 o
Q8ZJ00                          0  0 o
Q8ZJ73                         13  Y n6-17c22/23o32-55i76-99o105-123i149-168o180-198i210-228o263-287i299-324o356-385i406-425o431-455i467-488o500-519i
Q8ZJ79                          0  0 o
Q8ZJ80                          0  0 o
Q8ZJ83                          2  0 i20-42o78-96i
Q8ZJ88                          0  0 o
Q8ZJ89                          0  0 i
Q8ZJ90                          0  0 o
Q8ZJ91                          0  0 i
Q8ZJ93                          0  0 o
Q8ZJ95                          0  0 o
Q8ZJ96                          0  0 i
Q8ZJ98                          0  0 o
Q8ZJ99                          0  0 i
Q8ZJA0                          0  0 o
Q8ZJA1                          0  0 o
Q8ZJA3                          0  0 o
Q8ZJA4                          0  0 i
Q8ZJA5                          0  0 i
Q8ZJA6                          0  0 o
Q8ZJA7                          0  0 o
Q8ZJA8                          0  0 i
Q8ZJA9                          0  0 o
Q8ZJB3                          0  0 o
Q8ZJB4                          0  0 i
Q8ZJB5                          0  0 o
Q8ZJB6                          0  0 o
Q8ZJB7                          0  0 i
Q8ZJB8                          0  0 o
Q8ZJC1                          0  0 o
Q8ZJC4                         13  0 o6-24i31-50o56-75i87-107o113-135i147-171o183-201i213-231o237-256i268-288o294-312i324-343o355-373i
Q8ZJE6                         12  0 i12-34o40-64i76-92o98-122i134-157o163-183i204-229o249-269i274-292o298-319i331-355o367-384i
Q8ZJG8                          0  0 o
Q8ZJH2                          0  0 o
Q8ZJI0                          0  0 o
Q8ZJI8                          0  0 o
Q8ZJJ5                          0  0 o
Q8ZJJ7                          0  0 o
Q8ZJM7                          0  0 o
Q8ZJP1                          0  0 i
Q8ZJP2                          0  0 o
Q8ZJP3                          0  0 o
Q8ZJQ2                          0  0 o
Q8ZJQ3                          0  0 o
Q8ZJR1                          7  0 o39-61i73-91o103-128i140-165o185-202i214-236o242-268i
Q8ZJR9                          0  0 o
Q8ZJS0                          0  0 o
Q8ZJT0                         11  Y n9-17c22/23o48-69i101-129o141-157i169-190o210-233i245-267o287-316i337-357o363-383i395-417o423-440i
Q8ZJT2                          0  0 o
Q8ZJT3                          0  0 o
Q9L6X9                          0  0 o
Q9R323                          0  0 i
Q9R3Z4                          0  0 o
Q9R7V3                          6  0 i27-50o62-80i144-162o168-184i249-270o282-305i
Q9RCC3                          0  0 o
Q9RI13                          0  0 o
Q9X5X6                          5  Y n22-30c34/35o50-69i102-119o131-147i152-168o174-195i
Q9X6B1                          0  Y n6-16c21/22o
Q9X6B3                          0  0 o
Q9X6B5                          0  0 o
Q9XBV2                          0  Y n4-15c19/20o
Q9Z373                          0  0 o
Q9Z375                          6  0 i35-55o67-86i141-162o168-187i256-278o284-315i
Q9ZC30                          0  Y n7-18c23/24o
Q9ZC49                          0  0 o
Q9ZC62                          0  0 o
Q9ZC64                          2  0 i12-34o151-171i
Q9ZC68                          0  0 o
Q9ZC75                          0  0 o
Q9ZFR5                          0  0 o
Q9ZFR7                          0  0 o
Q9ZFR8                          0  0 o
Q9ZGW3                          0  0 o
A0A0H2W098                      0  0 i
A0A0H2W0I2                      0  Y n37-48c54/55o
A0A0H2W0V1                      0  0 o
A0A0H2W0W1                     10  0 i7-28o40-57i73-93o105-122i134-153o159-179i191-213o219-238i250-271o283-301i
A0A0H2W0Z5                      0  0 o
A0A0H2W112                      0  0 o
A0A0H2W133                      0  0 o
A0A0H2W174                      0  0 o
A0A0H2W184                      0  0 o
A0A0H2W1B0                      2  0 i97-117o123-140i
A0A0H2W1D0                      0  0 o
A0A0H2W1J5                      0  0 o
A0A0H2W1J6                      0  0 o
A0A0H2W1K7                      0  Y n13-20c24/25o
A0A0H2W1L1                      0  0 o
A0A0H2W1Q2                      0  Y n7-18c23/24o
A0A0H2W1Q5                      0  Y n11-21c33/34o
A0A0H2W1Q7                      0  0 o
A0A0H2W1S9                      0  0 o
A0A0H2W1T4                      6  0 i12-34o68-95i107-128o140-164i185-210o245-264i
A0A0H2W1U6                      0  0 o
A0A0H2W1V1                      0  0 o
A0A0H2W1V6                      0  0 o
A0A0H2W1W1                      6  0 i12-31o62-82i103-123o277-296i303-320o332-355i
A0A0H2W1X2                      0  0 i
A0A0H2W1X7                     13  0 i12-32o52-71i80-99o105-127i139-160o166-188i200-219o231-250i271-290o302-323i335-352o372-389i479-497o
A0A0H2W203                      9  Y n4-15c24/25o40-59i71-92o98-117i129-150o162-179i191-210o230-247i259-280o292-310i
A0A0H2W206                      0  Y n7-17c21/22o
A0A0H2W209                      0  0 o
A0A0H2W228                      1  0 i158-183o
A0A0H2W240                      0  0 o
A0A0H2W295                      0  0 o
A0A0H2W2G1                      0  0 o
A0A0H2W2G5                      0  0 o
A0A0H2W2J9                      0  0 o
A0A0H2W2K2                      0  Y n3-11c16/17o
A0A0H2W2L1                      3  0 i166-187o207-234i371-391o
A0A0H2W2M5                      0  Y n6-15c19/20o
A0A0H2W2N2                      0  0 o
A0A0H2W2S4                      0  0 o
A0A0H2W2X2                      0  0 o
A0A0H2W2Y7                     11  0 i21-45o51-69i100-123o143-160i172-190o210-232i252-272o302-323i344-365o371-395i407-427o
A0A0H2W2Z9                      0  0 o
A0A0H2W308                      1  0 o6-24i
A0A0H2W311                      0  0 o
A0A0H2W332                      0  Y n11-19c24/25o
A0A0H2W336                      0  0 o
A0A0H2W374                      0  0 o
A0A0H2W379                      4  0 i12-35o55-78i85-106o126-143i
A0A0H2W380                      0  0 o
A0A0H2W3A5                      1  0 o15-40i
A0A0H2W3A9                      0  Y n13-24c28/29o
A0A0H2W3B5                      0  Y n14-25c30/31o
A0A0H2W3B8                      0  0 o
A0A0H2W3G1                      0  Y n6-17c24/25o
A0A0H2W3H2                      1  0 i16-33o
A0A0H2W3I0                      0  0 o
A0A0H2W3J1                      0  0 o
A0A0H2W3T0                      0  0 i
A0A0H2W3Z0                      0  0 i
A0A0H2W3Z6                      0  0 o
A0A0H2W443                      0  0 i
A0A0H2W457                      0  Y n7-18c23/24o
A0A0H2W483                      0  0 o
A0A0H2W487                      0  0 o
A0A0H2W489                      0  0 i
A0A0H2W496                      0  0 o
A0A0H2W4E2                     25  Y n5-16c24/25o179-196i208-228o240-261i273-293o305-331i343-363o369-388i409-429o435-453i460-479o485-503i515-535o547-563i572-591o597-613i625-644o656-674i686-704o720-742i762-780o792-812i824-845o865-882i889-906o912-932i
A0A0H2W4H2                      1  0 o6-24i
A0A0H2W4Q7                      0  0 o
A0A0H2W4R5                      0  0 o
A0A0H2W4S3                      6  0 i12-36o75-94i106-127o153-175i212-233o261-280i
A0A0H2W4V6                      1  0 o6-29i
A0A0H2W4Z5                      7  Y n4-23c41/42o51-69i81-98o104-123i135-154o160-179i191-213o233-251i
A0A0H2W531                      0  Y n4-15c25/26o
A0A0H2W560                      0  Y n4-14c19/20o
A0A0H2W5A0                      0  0 o
A0A0H2W5A4                     12  Y n5-16c25/26o41-61i82-110o130-149i161-183o203-222i234-256o283-312i333-352o358-378i387-405o411-429i441-462o
A0A0H2W5B3                      0  0 o
A0A0H2W5B7                      0  0 o
A0A0H2W5E5                      0  0 o
A0A0H2W5G6                      0  0 o
A0A0H2W5H8                      0  0 o
A0A0H2W5J1                      0  Y n6-17c25/26o
A0A0H2W5K7                      8  0 i28-53o454-477i489-509o515-535i556-578o598-621i642-662o711-732i
A0A0H2W5M8                      3  0 o6-33i45-66o78-100i
A0A0H2W5N0                      0  0 o
A0A0H2W5P2                      0  Y n4-15c19/20o
A0A0H2W5Q1                      0  0 o
A0A0H2W5T7                      7  0 i12-34o54-78i85-104o110-126i138-159o171-190i197-218o
A0A0H2W5U2                      0  0 o
A0A0H2W616                      5  0 o6-24i36-56o68-89i101-117o123-141i
A0A0H2W636                      0  0 i
A0A0H2W659                      0  0 o
A0A0H2W673                      0  0 o
A0A0H2W693                      4  0 i12-37o57-78i90-109o115-134i
A0A0H2W694                      7  0 i20-39o59-81i93-115o121-139i146-165o171-194i206-227o
A0A0H2W6D0                      0  Y n12-23c28/29o
A0A0H2W6E5                      0  0 o
A0A0H2W6L3                      0  0 o
A0A0H2W6N4                     10  0 i38-55o61-78i90-107o113-134i141-161o190-215i222-242o248-269i276-294o300-319i
A0A0H2W6P7                      0  0 o
A0A0H2W6S9                     12  0 i12-29o41-60i72-89o95-113i134-152o158-180i205-230o242-262i269-287o293-317i329-351o357-376i
A0A0H2W6V9                      0  0 o
A0A0H2W6W4                      0  Y n16-27c35/36o
A0A0H2W6W5                      0  0 o
A0A0H2W6Z9                      0  Y n8-16c24/25o
A0A0H2W729                      0  Y n5-16c20/21o
A0A0H2W755                      0  Y n15-33c37/38o
A0A0H2W796                      6  0 i21-48o60-78i140-160o166-183i254-272o278-299i
A0A0H2W7A1                      0  0 o
A0A0H2W7B4                      0  Y n7-18c23/24o
A0A0H2W7B8                      0  Y n7-15c20/21o
A0A0H2W7E8                      1  0 o6-25i
A0A0H2W7J8                      0  0 o
A0A0H2W7K6                      0  Y n5-15c20/21o
A0A0H2W7M1                      9  0 o6-27i39-58o70-93i105-125o131-150i171-191o203-220i241-269o289-312i
A0A0H2W7M3                      0  0 o
A0A0H2W7M6                      0  0 o
A0A0H2W7S0                      3  Y n3-18c22/23o67-91i98-117o250-271i
A0A0H2W7S4                      0  0 o
A0A0H2W7X9                      3  0 i9-27o33-51i329-350o
A0A0H2W7Y5                      0  0 o
A0A0H2W7Z2                      0  Y n7-14c22/23o
A0A0H2W7Z4                      6  0 i7-29o72-93i105-125o165-187i208-229o262-282i
A0A0H2W807                      0  0 o
A0A0H2W857                      2  0 o12-34i134-158o
A0A0H2W875                      0  0 o
A0A0H2W893                      0  Y n6-17c21/22o
A0A0H2W8A4                      0  0 o
A0A0H2W8E2                      0  0 o
A0A0H2W8G3                      6  0 i66-93o134-153i183-205o225-247i259-281o293-317i
A0A0H2W8I2                      0  Y n10-21c26/27o
A0A0H2W8I7                      0  Y n9-20c25/26o
A0A0H2W8N3                      0  0 o
A0A0H2W8R7                      0  0 o
A0A0H2W8W7                      5  Y n13-24c32/33o70-93i105-123o129-148i169-199o219-239i
A0A0H2W8W9                      9  0 o12-33i45-64o70-88i95-112o118-144i165-186o217-236i248-281o293-312i
A0A0H2W909                      0  Y n8-19c24/25o
A0A0H2W912                      5  0 o6-27i48-68o74-101i122-147o153-171i
A0A0H2W948                      0  0 o
